Segment,PropReg,PropWeek,PropBase,Distance,Winner,Margin
600-COT-PHL,"(0.5204081632653061, 'Baseline')","(0.7653061224489796, 'Regular')","(0.8163265306122449, 'Weekday')",4,Weekday,0.05102040816326536
600-DOW-NWK,"(0.6153846153846154, 'Weekday')","(0.8846153846153846, 'Baseline')","(0.9615384615384616, 'Regular')",5,Regular,0.07692307692307698
600-DOW-NYP,"(0.23076923076923078, 'Baseline')","(0.6153846153846154, 'Weekday')","(0.7692307692307693, 'Regular')",6,Regular,0.15384615384615385
600-DOW-TRE,"(0.7692307692307693, 'Weekday')","(0.8461538461538461, 'Baseline')","(0.9615384615384616, 'Regular')",4,Regular,0.11538461538461542
600-ELT-EXT,"(0.8383838383838383, 'Baseline')","(0.8585858585858586, 'Weekday')","(0.9494949494949495, 'Regular')",6,Regular,0.09090909090909094
600-ELT-NWK,"(0.6538461538461539, 'Weekday')","(0.7307692307692307, 'Baseline')","(0.8846153846153846, 'Regular')",10,Regular,0.15384615384615385
600-ELT-NYP,"(0.5769230769230769, 'Baseline')","(0.6153846153846154, 'Weekday')","(0.7692307692307693, 'Regular')",11,Regular,0.15384615384615385
600-ELT-PHL,"(0.7653061224489796, 'Baseline')","(0.8163265306122449, 'Regular')","(0.8673469387755102, 'Weekday')",8,Weekday,0.05102040816326525
600-EXT-NWK,"(0.6153846153846154, 'Weekday')","(0.8846153846153846, 'Baseline')","(0.9615384615384616, 'Regular')",4,Regular,0.07692307692307698
600-EXT-NYP,"(0.07692307692307693, 'Baseline')","(0.6153846153846154, 'Weekday')","(0.7692307692307693, 'Regular')",5,Regular,0.15384615384615385
600-EXT-TRE,"(0.7307692307692307, 'Weekday')","(0.7307692307692307, 'Baseline')","(0.9615384615384616, 'Regular')",3,Regular,0.23076923076923084
600-HAR-NWK,"(0.6923076923076923, 'Weekday')","(0.7692307692307693, 'Baseline')","(0.9615384615384616, 'Regular')",12,Regular,0.1923076923076923
600-HAR-NYP,"(0.5769230769230769, 'Weekday')","(0.6153846153846154, 'Baseline')","(0.8076923076923077, 'Regular')",13,Regular,0.1923076923076923
600-HAR-PHL,"(0.7755102040816326, 'Baseline')","(0.7959183673469388, 'Regular')","(0.8469387755102041, 'Weekday')",10,Weekday,0.05102040816326536
600-LNC-EXT,"(0.8282828282828283, 'Baseline')","(0.8484848484848485, 'Weekday')","(0.9595959595959596, 'Regular')",4,Regular,0.11111111111111105
600-LNC-NWK,"(0.6538461538461539, 'Weekday')","(0.6923076923076923, 'Baseline')","(0.9230769230769231, 'Regular')",8,Regular,0.23076923076923084
600-LNC-NYP,"(0.5384615384615384, 'Weekday')","(0.6153846153846154, 'Baseline')","(0.7692307692307693, 'Regular')",9,Regular,0.15384615384615385
600-LNC-PHL,"(0.7142857142857143, 'Baseline')","(0.7244897959183674, 'Regular')","(0.7857142857142857, 'Weekday')",6,Weekday,0.061224489795918324
600-MID-EXT,"(0.9090909090909091, 'Weekday')","(0.9090909090909091, 'Baseline')","(0.9595959595959596, 'Regular')",7,Regular,0.0505050505050505
600-MID-NWK,"(0.5769230769230769, 'Weekday')","(0.7307692307692307, 'Baseline')","(0.9230769230769231, 'Regular')",11,Regular,0.1923076923076924
600-MID-NYP,"(0.5384615384615384, 'Baseline')","(0.5769230769230769, 'Weekday')","(0.7692307692307693, 'Regular')",12,Regular,0.1923076923076924
600-MJY-NWK,"(0.5769230769230769, 'Weekday')","(0.7307692307692307, 'Baseline')","(0.8846153846153846, 'Regular')",9,Regular,0.15384615384615385
600-MJY-NYP,"(0.5, 'Weekday')","(0.5384615384615384, 'Baseline')","(0.7307692307692307, 'Regular')",10,Regular,0.1923076923076923
600-PAO-NYP,"(0.19230769230769232, 'Baseline')","(0.5769230769230769, 'Weekday')","(0.7692307692307693, 'Regular')",4,Regular,0.1923076923076924
600-PAO-TRE,"(0.7307692307692307, 'Baseline')","(0.8076923076923077, 'Weekday')","(0.9615384615384616, 'Regular')",2,Regular,0.15384615384615385
600-PAR-NWK,"(0.5384615384615384, 'Weekday')","(0.7692307692307693, 'Baseline')","(0.9230769230769231, 'Regular')",7,Regular,0.15384615384615385
600-PAR-NYP,"(0.5384615384615384, 'Weekday')","(0.5769230769230769, 'Baseline')","(0.7692307692307693, 'Regular')",8,Regular,0.1923076923076924
600-PHL-NWK,"(0.7307692307692307, 'Weekday')","(0.7692307692307693, 'Baseline')","(0.8461538461538461, 'Regular')",2,Regular,0.07692307692307687
600-PHL-NYP,"(0.23076923076923078, 'Baseline')","(0.6538461538461539, 'Weekday')","(0.7692307692307693, 'Regular')",3,Regular,0.11538461538461542
600-PHL-TRE,"(0.7307692307692307, 'Baseline')","(0.8461538461538461, 'Weekday')","(0.9615384615384616, 'Regular')",1,Regular,0.11538461538461542
601-PAO-ELT,"(0.61, 'Baseline')","(0.83, 'Weekday')","(0.9, 'Regular')",7,Regular,0.07000000000000006
601-PAO-HAR,"(0.7, 'Baseline')","(0.82, 'Weekday')","(0.9, 'Regular')",9,Regular,0.08000000000000007
601-PAO-LNC,"(0.57, 'Baseline')","(0.88, 'Weekday')","(0.93, 'Regular')",5,Regular,0.050000000000000044
601-PAO-MJY,"(0.54, 'Baseline')","(0.83, 'Weekday')","(0.94, 'Regular')",6,Regular,0.10999999999999999
601-PHL-DOW,"(0.4, 'Baseline')","(0.89, 'Weekday')","(1.0, 'Regular')",4,Regular,0.10999999999999999
601-PHL-ELT,"(0.7, 'Baseline')","(0.72, 'Weekday')","(0.8, 'Regular')",9,Regular,0.08000000000000007
601-PHL-PAR,"(0.34, 'Baseline')","(0.85, 'Weekday')","(0.93, 'Regular')",6,Regular,0.08000000000000007
605-ARD-HAR,"(0.15625, 'Baseline')","(0.890625, 'Weekday')","(0.953125, 'Regular')",10,Regular,0.0625
605-PAO-PAR,"(0.0625, 'Baseline')","(0.921875, 'Weekday')","(0.984375, 'Regular')",4,Regular,0.0625
605-PHL-MID,"(0.8412698412698413, 'Baseline')","(0.8571428571428571, 'Weekday')","(0.9206349206349206, 'Regular')",10,Regular,0.06349206349206349
607-PAO-EXT,"(0.8163265306122449, 'Baseline')","(0.9183673469387755, 'Weekday')","(0.9795918367346939, 'Regular')",1,Regular,0.061224489795918324
607-PAO-HAR,"(0.42857142857142855, 'Baseline')","(0.8469387755102041, 'Weekday')","(0.9285714285714286, 'Regular')",4,Regular,0.08163265306122447
607-PHL-ELT,"(0.8181818181818182, 'Weekday')","(0.8787878787878788, 'Baseline')","(0.9595959595959596, 'Regular')",5,Regular,0.08080808080808077
607-PHL-LNC,"(0.7474747474747475, 'Baseline')","(0.797979797979798, 'Weekday')","(0.9292929292929293, 'Regular')",4,Regular,0.13131313131313127
609-EXT-COT,"(0.65625, 'Baseline')","(0.921875, 'Weekday')","(0.984375, 'Regular')",2,Regular,0.0625
609-EXT-HAR,"(0.046875, 'Baseline')","(0.859375, 'Weekday')","(0.921875, 'Regular')",8,Regular,0.0625
609-EXT-LNC,"(0.8666666666666667, 'Weekday')","(0.8833333333333333, 'Baseline')","(0.9333333333333333, 'Regular')",4,Regular,0.050000000000000044
609-EXT-MID,"(0.84375, 'Weekday')","(0.84375, 'Baseline')","(0.921875, 'Regular')",7,Regular,0.078125
609-EXT-PAR,"(0.421875, 'Baseline')","(0.875, 'Weekday')","(0.953125, 'Regular')",3,Regular,0.078125
609-MET-COT,"(0.48, 'Baseline')","(0.76, 'Weekday')","(0.84, 'Regular')",6,Regular,0.07999999999999996
609-MET-ELT,"(0.68, 'Baseline')","(0.76, 'Weekday')","(0.84, 'Regular')",10,Regular,0.07999999999999996
609-MET-HAR,"(0.28, 'Baseline')","(0.64, 'Weekday')","(0.8, 'Regular')",12,Regular,0.16000000000000003
609-MET-LNC,"(0.64, 'Baseline')","(0.76, 'Weekday')","(0.84, 'Regular')",8,Regular,0.07999999999999996
609-MET-MID,"(0.6, 'Baseline')","(0.72, 'Weekday')","(0.84, 'Regular')",11,Regular,0.12
609-MET-MJY,"(0.72, 'Weekday')","(0.72, 'Baseline')","(0.88, 'Regular')",9,Regular,0.16000000000000003
609-NWK-COT,"(0.16, 'Baseline')","(0.68, 'Weekday')","(0.84, 'Regular')",7,Regular,0.15999999999999992
609-NWK-DOW,"(0.24, 'Baseline')","(0.68, 'Weekday')","(0.84, 'Regular')",6,Regular,0.15999999999999992
609-NWK-ELT,"(0.48, 'Weekday')","(0.52, 'Baseline')","(0.84, 'Regular')",11,Regular,0.31999999999999995
609-NWK-EXT,"(0.76, 'Baseline')","(0.8, 'Weekday')","(0.96, 'Regular')",5,Regular,0.15999999999999992
609-NWK-HAR,"(0.44, 'Baseline')","(0.48, 'Weekday')","(0.8, 'Regular')",13,Regular,0.32000000000000006
609-NWK-LNC,"(0.48, 'Baseline')","(0.68, 'Weekday')","(0.84, 'Regular')",9,Regular,0.15999999999999992
609-NWK-MET,"(0.76, 'Baseline')","(0.8, 'Weekday')","(1.0, 'Regular')",1,Regular,0.19999999999999996
609-NWK-MID,"(0.52, 'Baseline')","(0.6, 'Weekday')","(0.84, 'Regular')",12,Regular,0.24
609-NWK-MJY,"(0.52, 'Baseline')","(0.68, 'Weekday')","(0.88, 'Regular')",10,Regular,0.19999999999999996
609-NWK-PAR,"(0.08, 'Baseline')","(0.68, 'Weekday')","(0.76, 'Regular')",8,Regular,0.07999999999999996
609-NWK-PHL,"(0.52, 'Weekday')","(0.56, 'Baseline')","(0.88, 'Regular')",3,Regular,0.31999999999999995
609-NWK-TRE,"(0.52, 'Weekday')","(0.84, 'Baseline')","(0.92, 'Regular')",2,Regular,0.08000000000000007
609-NYP-DOW,"(0.16, 'Baseline')","(0.76, 'Weekday')","(0.84, 'Regular')",7,Regular,0.07999999999999996
609-NYP-HAR,"(0.6, 'Baseline')","(0.72, 'Weekday')","(0.8, 'Regular')",14,Regular,0.08000000000000007
609-NYP-MID,"(0.44, 'Baseline')","(0.76, 'Weekday')","(0.84, 'Regular')",13,Regular,0.07999999999999996
609-PAO-HAR,"(0.1875, 'Baseline')","(0.828125, 'Weekday')","(0.90625, 'Regular')",9,Regular,0.078125
609-PAO-LNC,"(0.7833333333333333, 'Baseline')","(0.8166666666666667, 'Weekday')","(0.9, 'Regular')",5,Regular,0.08333333333333337
609-PAO-MID,"(0.71875, 'Baseline')","(0.796875, 'Weekday')","(0.921875, 'Regular')",8,Regular,0.125
609-PAO-MJY,"(0.7777777777777778, 'Baseline')","(0.8888888888888888, 'Weekday')","(0.9523809523809523, 'Regular')",6,Regular,0.06349206349206349
609-PHL-COT,"(0.44, 'Baseline')","(0.72, 'Weekday')","(0.8, 'Regular')",4,Regular,0.08000000000000007
609-PHL-DOW,"(0.44, 'Baseline')","(0.72, 'Weekday')","(0.8, 'Regular')",3,Regular,0.08000000000000007
609-PHL-ELT,"(0.56, 'Baseline')","(0.72, 'Weekday')","(0.8, 'Regular')",8,Regular,0.08000000000000007
609-PHL-EXT,"(0.6, 'Baseline')","(0.88, 'Weekday')","(0.96, 'Regular')",2,Regular,0.07999999999999996
609-PHL-HAR,"(0.28, 'Baseline')","(0.64, 'Weekday')","(0.8, 'Regular')",10,Regular,0.16000000000000003
609-PHL-LNC,"(0.52, 'Baseline')","(0.68, 'Weekday')","(0.84, 'Regular')",6,Regular,0.15999999999999992
609-PHL-MID,"(0.64, 'Baseline')","(0.72, 'Weekday')","(0.84, 'Regular')",9,Regular,0.12
609-PHL-MJY,"(0.56, 'Baseline')","(0.72, 'Weekday')","(0.88, 'Regular')",7,Regular,0.16000000000000003
609-PHL-PAR,"(0.4, 'Baseline')","(0.64, 'Weekday')","(0.72, 'Regular')",5,Regular,0.07999999999999996
609-TRE-ELT,"(0.4, 'Baseline')","(0.76, 'Weekday')","(0.84, 'Regular')",9,Regular,0.07999999999999996
609-TRE-EXT,"(0.6, 'Baseline')","(0.88, 'Weekday')","(0.96, 'Regular')",3,Regular,0.07999999999999996
609-TRE-HAR,"(0.52, 'Baseline')","(0.68, 'Weekday')","(0.8, 'Regular')",11,Regular,0.12
609-TRE-MID,"(0.4, 'Baseline')","(0.72, 'Weekday')","(0.84, 'Regular')",10,Regular,0.12
609-TRE-MJY,"(0.4, 'Baseline')","(0.72, 'Weekday')","(0.88, 'Regular')",8,Regular,0.16000000000000003
609-TRE-PHL,"(0.72, 'Baseline')","(0.92, 'Weekday')","(1.0, 'Regular')",1,Regular,0.07999999999999996
610-HAR-COT,"(0.5769230769230769, 'Regular')","(0.5769230769230769, 'Weekday')","(0.7692307692307693, 'Baseline')",6,Baseline,0.1923076923076924
610-HAR-DOW,"(0.6153846153846154, 'Regular')","(0.6153846153846154, 'Weekday')","(0.9230769230769231, 'Baseline')",7,Baseline,0.3076923076923077
610-HAR-ELT,"(0.6071428571428571, 'Regular')","(0.6071428571428571, 'Weekday')","(1.0, 'Baseline')",2,Baseline,0.3928571428571429
610-HAR-EXT,"(0.6153846153846154, 'Regular')","(0.6153846153846154, 'Weekday')","(0.7692307692307693, 'Baseline')",8,Baseline,0.15384615384615385
610-HAR-LNC,"(0.6071428571428571, 'Regular')","(0.6071428571428571, 'Weekday')","(1.0, 'Baseline')",4,Baseline,0.3928571428571429
610-HAR-MJY,"(0.6071428571428571, 'Regular')","(0.6071428571428571, 'Weekday')","(1.0, 'Baseline')",3,Baseline,0.3928571428571429
610-HAR-PAO,"(0.6153846153846154, 'Regular')","(0.6153846153846154, 'Weekday')","(0.8461538461538461, 'Baseline')",9,Baseline,0.23076923076923073
610-HAR-PAR,"(0.5769230769230769, 'Regular')","(0.5769230769230769, 'Weekday')","(0.7692307692307693, 'Baseline')",5,Baseline,0.1923076923076924
610-HAR-PHL,"(0.4642857142857143, 'Regular')","(0.4642857142857143, 'Weekday')","(0.6071428571428571, 'Baseline')",11,Baseline,0.1428571428571428
610-MID-COT,"(0.64, 'Regular')","(0.64, 'Weekday')","(0.8, 'Baseline')",5,Baseline,0.16000000000000003
610-MID-DOW,"(0.44, 'Regular')","(0.44, 'Weekday')","(0.96, 'Baseline')",6,Baseline,0.52
610-MID-ELT,"(0.8148148148148148, 'Regular')","(0.8148148148148148, 'Weekday')","(1.0, 'Baseline')",1,Baseline,0.18518518518518523
610-MID-EXT,"(0.44, 'Regular')","(0.44, 'Weekday')","(0.88, 'Baseline')",7,Baseline,0.44
610-MID-LNC,"(0.8148148148148148, 'Regular')","(0.8148148148148148, 'Weekday')","(1.0, 'Baseline')",3,Baseline,0.18518518518518523
610-MID-MJY,"(0.8148148148148148, 'Regular')","(0.8148148148148148, 'Weekday')","(1.0, 'Baseline')",2,Baseline,0.18518518518518523
610-MID-PAO,"(0.48, 'Regular')","(0.48, 'Weekday')","(0.92, 'Baseline')",8,Baseline,0.44000000000000006
610-MID-PHL,"(0.4444444444444444, 'Regular')","(0.4444444444444444, 'Weekday')","(0.6666666666666666, 'Baseline')",10,Baseline,0.2222222222222222
611-COT-MJY,"(0.84, 'Regular')","(0.84, 'Weekday')","(0.92, 'Baseline')",3,Baseline,0.08000000000000007
612-ELT-LNC,"(0.9285714285714286, 'Regular')","(0.9285714285714286, 'Weekday')","(1.0, 'Baseline')",2,Baseline,0.0714285714285714
612-ELT-MJY,"(0.9285714285714286, 'Regular')","(0.9285714285714286, 'Weekday')","(1.0, 'Baseline')",1,Baseline,0.0714285714285714
612-ELT-PHL,"(0.5714285714285714, 'Regular')","(0.5714285714285714, 'Weekday')","(0.7857142857142857, 'Baseline')",9,Baseline,0.2142857142857143
612-HAR-ARD,"(0.21428571428571427, 'Regular')","(0.21428571428571427, 'Weekday')","(0.7142857142857143, 'Baseline')",10,Baseline,0.5
612-HAR-COT,"(0.2857142857142857, 'Regular')","(0.2857142857142857, 'Weekday')","(0.8571428571428571, 'Baseline')",6,Baseline,0.5714285714285714
612-HAR-DOW,"(0.14285714285714285, 'Regular')","(0.14285714285714285, 'Weekday')","(0.9285714285714286, 'Baseline')",7,Baseline,0.7857142857142858
612-HAR-EXT,"(0.21428571428571427, 'Regular')","(0.21428571428571427, 'Weekday')","(0.9285714285714286, 'Baseline')",8,Baseline,0.7142857142857143
612-HAR-PAO,"(0.21428571428571427, 'Regular')","(0.21428571428571427, 'Weekday')","(0.9285714285714286, 'Baseline')",9,Baseline,0.7142857142857143
612-HAR-PAR,"(0.21428571428571427, 'Regular')","(0.21428571428571427, 'Weekday')","(0.8571428571428571, 'Baseline')",5,Baseline,0.6428571428571428
612-LNC-PHL,"(0.5714285714285714, 'Regular')","(0.5714285714285714, 'Weekday')","(0.7857142857142857, 'Baseline')",7,Baseline,0.2142857142857143
612-MID-ARD,"(0.14285714285714285, 'Regular')","(0.14285714285714285, 'Weekday')","(0.7857142857142857, 'Baseline')",9,Baseline,0.6428571428571428
612-MID-COT,"(0.07142857142857142, 'Regular')","(0.07142857142857142, 'Weekday')","(0.9285714285714286, 'Baseline')",5,Baseline,0.8571428571428572
612-MID-DOW,"(0.14285714285714285, 'Regular')","(0.14285714285714285, 'Weekday')","(0.9285714285714286, 'Baseline')",6,Baseline,0.7857142857142858
612-MID-EXT,"(0.14285714285714285, 'Regular')","(0.14285714285714285, 'Weekday')","(0.9285714285714286, 'Baseline')",7,Baseline,0.7857142857142858
612-MID-LNC,"(0.8571428571428571, 'Regular')","(0.8571428571428571, 'Weekday')","(0.9285714285714286, 'Baseline')",3,Baseline,0.07142857142857151
612-MID-PAO,"(0.14285714285714285, 'Regular')","(0.14285714285714285, 'Weekday')","(0.9285714285714286, 'Baseline')",8,Baseline,0.7857142857142858
612-MID-PAR,"(0.21428571428571427, 'Regular')","(0.21428571428571427, 'Weekday')","(0.7857142857142857, 'Baseline')",4,Baseline,0.5714285714285714
612-MJY-PHL,"(0.5714285714285714, 'Regular')","(0.5714285714285714, 'Weekday')","(0.7142857142857143, 'Baseline')",8,Baseline,0.1428571428571429
615-DOW-MID,"(0.8461538461538461, 'Regular')","(0.8461538461538461, 'Weekday')","(0.9230769230769231, 'Baseline')",6,Baseline,0.07692307692307698
615-DOW-MJY,"(0.9230769230769231, 'Regular')","(0.9230769230769231, 'Weekday')","(1.0, 'Baseline')",4,Baseline,0.07692307692307687
615-PAR-MID,"(0.6153846153846154, 'Regular')","(0.6153846153846154, 'Weekday')","(0.7692307692307693, 'Baseline')",4,Baseline,0.15384615384615385
615-PHL-ELT,"(0.7142857142857143, 'Regular')","(0.7142857142857143, 'Weekday')","(0.7857142857142857, 'Baseline')",8,Baseline,0.0714285714285714
615-PHL-HAR,"(0.6428571428571429, 'Regular')","(0.6428571428571429, 'Weekday')","(0.7857142857142857, 'Baseline')",10,Baseline,0.1428571428571428
618-ELT-PHL,"(0.8987341772151899, 'Weekday')","(0.9113924050632911, 'Regular')","(0.9746835443037974, 'Baseline')",7,Baseline,0.06329113924050633
619-ARD-DOW,"(0.4948453608247423, 'Baseline')","(0.8247422680412371, 'Weekday')","(0.8865979381443299, 'Regular')",3,Regular,0.061855670103092786
619-ARD-ELT,"(0.0, 'Regular')","(0.3157894736842105, 'Weekday')","(0.6842105263157895, 'Baseline')",8,Baseline,0.368421052631579
619-ARD-LNC,"(0.0, 'Regular')","(0.4625, 'Weekday')","(0.6375, 'Baseline')",6,Baseline,0.17499999999999993
619-ARD-MID,"(0.047058823529411764, 'Regular')","(0.5647058823529412, 'Weekday')","(0.6352941176470588, 'Baseline')",9,Baseline,0.07058823529411762
619-ARD-PAR,"(0.4431818181818182, 'Baseline')","(0.7727272727272727, 'Weekday')","(0.8295454545454546, 'Regular')",5,Regular,0.05681818181818188
619-COT-ELT,"(0.0, 'Regular')","(0.43478260869565216, 'Baseline')","(0.5362318840579711, 'Weekday')",4,Weekday,0.1014492753623189
619-COT-LNC,"(0.013513513513513514, 'Regular')","(0.6216216216216216, 'Baseline')","(0.7432432432432432, 'Weekday')",2,Weekday,0.1216216216216216
619-COT-MJY,"(0.0, 'Regular')","(0.5915492957746479, 'Baseline')","(0.7464788732394366, 'Weekday')",3,Weekday,0.15492957746478875
619-DOW-ELT,"(0.012658227848101266, 'Regular')","(0.34177215189873417, 'Weekday')","(0.43037974683544306, 'Baseline')",5,Baseline,0.08860759493670889
619-DOW-HAR,"(0.17, 'Baseline')","(0.61, 'Weekday')","(0.67, 'Regular')",7,Regular,0.06000000000000005
619-DOW-MID,"(0.11494252873563218, 'Regular')","(0.5517241379310345, 'Baseline')","(0.6436781609195402, 'Weekday')",6,Weekday,0.09195402298850575
619-DOW-MJY,"(0.05, 'Regular')","(0.4875, 'Baseline')","(0.6625, 'Weekday')",4,Weekday,0.175
619-ELT-HAR,"(0.5189873417721519, 'Regular')","(0.5189873417721519, 'Baseline')","(0.6835443037974683, 'Weekday')",2,Weekday,0.16455696202531644
619-ELT-MID,"(0.8846153846153846, 'Regular')","(0.8846153846153846, 'Weekday')","(0.9487179487179487, 'Baseline')",1,Baseline,0.0641025641025641
619-EXT-ELT,"(0.0, 'Regular')","(0.48, 'Weekday')","(0.7333333333333333, 'Baseline')",6,Baseline,0.2533333333333333
619-EXT-HAR,"(0.29347826086956524, 'Baseline')","(0.5760869565217391, 'Weekday')","(0.6630434782608695, 'Regular')",8,Regular,0.08695652173913038
619-EXT-LNC,"(0.0, 'Regular')","(0.49382716049382713, 'Weekday')","(0.8148148148148148, 'Baseline')",4,Baseline,0.32098765432098764
619-EXT-MID,"(0.011904761904761904, 'Regular')","(0.6785714285714286, 'Weekday')","(0.7857142857142857, 'Baseline')",7,Baseline,0.1071428571428571
619-LNC-ELT,"(0.01282051282051282, 'Regular')","(0.3717948717948718, 'Weekday')","(0.9743589743589743, 'Baseline')",2,Baseline,0.6025641025641025
619-LNC-HAR,"(0.3614457831325301, 'Baseline')","(0.6144578313253012, 'Regular')","(0.6987951807228916, 'Weekday')",4,Weekday,0.08433734939759041
619-LNC-MJY,"(0.05, 'Regular')","(0.7875, 'Weekday')","(0.95, 'Baseline')",1,Baseline,0.16249999999999998
619-MID-HAR,"(0.3103448275862069, 'Baseline')","(0.5747126436781609, 'Regular')","(0.8620689655172413, 'Weekday')",1,Weekday,0.28735632183908044
619-MJY-ELT,"(0.02564102564102564, 'Regular')","(0.7948717948717948, 'Weekday')","(0.9871794871794872, 'Baseline')",1,Baseline,0.1923076923076924
619-MJY-HAR,"(0.3375, 'Baseline')","(0.5, 'Regular')","(0.8, 'Weekday')",3,Weekday,0.30000000000000004
619-PAO-ELT,"(0.0, 'Regular')","(0.2777777777777778, 'Weekday')","(0.7083333333333334, 'Baseline')",7,Baseline,0.4305555555555556
619-PAO-LNC,"(0.0, 'Regular')","(0.47368421052631576, 'Weekday')","(0.6842105263157895, 'Baseline')",5,Baseline,0.21052631578947373
619-PAO-MID,"(0.038461538461538464, 'Regular')","(0.5897435897435898, 'Weekday')","(0.6666666666666666, 'Baseline')",8,Baseline,0.07692307692307687
619-PAR-ELT,"(0.06493506493506493, 'Regular')","(0.45454545454545453, 'Baseline')","(0.7402597402597403, 'Weekday')",3,Weekday,0.28571428571428575
619-PHL-ELT,"(0.0, 'Regular')","(0.46835443037974683, 'Weekday')","(0.7468354430379747, 'Baseline')",9,Baseline,0.27848101265822783
619-PHL-EXT,"(0.7282608695652174, 'Baseline')","(0.7717391304347826, 'Weekday')","(0.9021739130434783, 'Regular')",3,Regular,0.13043478260869568
619-PHL-LNC,"(0.0, 'Regular')","(0.4578313253012048, 'Weekday')","(0.6144578313253012, 'Baseline')",7,Baseline,0.1566265060240964
619-PHL-MID,"(0.04597701149425287, 'Regular')","(0.4942528735632184, 'Weekday')","(0.6091954022988506, 'Baseline')",10,Baseline,0.11494252873563221
620-DOW-PHL,"(0.8064516129032258, 'Weekday')","(0.8064516129032258, 'Baseline')","(0.9032258064516129, 'Regular')",3,Regular,0.09677419354838712
620-ELT-PHL,"(0.84375, 'Weekday')","(0.859375, 'Baseline')","(0.9375, 'Regular')",6,Regular,0.078125
622-HAR-DOW,"(0.7346938775510204, 'Weekday')","(0.8673469387755102, 'Baseline')","(0.9183673469387755, 'Regular')",5,Regular,0.05102040816326536
622-HAR-EXT,"(0.7142857142857143, 'Weekday')","(0.8469387755102041, 'Baseline')","(0.9081632653061225, 'Regular')",6,Regular,0.061224489795918324
622-HAR-PAO,"(0.7142857142857143, 'Weekday')","(0.8061224489795918, 'Baseline')","(0.9081632653061225, 'Regular')",7,Regular,0.10204081632653061
622-HAR-PAR,"(0.7857142857142857, 'Baseline')","(0.7959183673469388, 'Weekday')","(0.9183673469387755, 'Regular')",4,Regular,0.12244897959183676
63-ALB-BFX,"(0.023809523809523808, 'Baseline')","(0.11904761904761904, 'Weekday')","(0.21428571428571427, 'Regular')",8,Regular,0.09523809523809523
63-ALB-BUF,"(0.023255813953488372, 'Baseline')","(0.13953488372093023, 'Weekday')","(0.20930232558139536, 'Regular')",7,Regular,0.06976744186046513
63-ALB-NFS,"(0.20588235294117646, 'Regular')","(0.29411764705882354, 'Weekday')","(0.5294117647058824, 'Baseline')",10,Baseline,0.23529411764705882
63-ALB-ROM,"(0.022727272727272728, 'Baseline')","(0.20454545454545456, 'Weekday')","(0.4318181818181818, 'Regular')",4,Regular,0.22727272727272727
63-ALB-SDY,"(0.18181818181818182, 'Baseline')","(0.6590909090909091, 'Weekday')","(0.7272727272727273, 'Regular')",1,Regular,0.06818181818181823
63-ALB-SYR,"(0.022727272727272728, 'Baseline')","(0.20454545454545456, 'Weekday')","(0.3409090909090909, 'Regular')",5,Regular,0.13636363636363633
63-ALB-TWO,"(0.3939393939393939, 'Baseline')","(0.5454545454545454, 'Weekday')","(0.696969696969697, 'Regular')",11,Regular,0.1515151515151516
63-ALB-UCA,"(0.11363636363636363, 'Baseline')","(0.36363636363636365, 'Weekday')","(0.4772727272727273, 'Regular')",3,Regular,0.11363636363636365
63-AMS-BUF,"(0.13953488372093023, 'Weekday')","(0.16279069767441862, 'Baseline')","(0.27906976744186046, 'Regular')",5,Regular,0.11627906976744184
63-AMS-NFL,"(0.08108108108108109, 'Baseline')","(0.16216216216216217, 'Weekday')","(0.21621621621621623, 'Regular')",7,Regular,0.05405405405405406
63-AMS-ROC,"(0.045454545454545456, 'Baseline')","(0.2727272727272727, 'Regular')","(0.38636363636363635, 'Weekday')",4,Weekday,0.11363636363636365
63-AMS-SYR,"(0.06818181818181818, 'Baseline')","(0.3181818181818182, 'Weekday')","(0.45454545454545453, 'Regular')",3,Regular,0.13636363636363635
63-AMS-TWO,"(0.3939393939393939, 'Baseline')","(0.45454545454545453, 'Weekday')","(0.6363636363636364, 'Regular')",9,Regular,0.18181818181818182
63-BFX-NFL,"(0.0, 'Baseline')","(0.868421052631579, 'Weekday')","(0.9736842105263158, 'Regular')",1,Regular,0.10526315789473684
63-BFX-TWO,"(0.12121212121212122, 'Baseline')","(0.6060606060606061, 'Weekday')","(0.7878787878787878, 'Regular')",3,Regular,0.18181818181818177
63-BUF-BFX,"(0.7142857142857143, 'Weekday')","(0.8095238095238095, 'Baseline')","(0.9047619047619048, 'Regular')",1,Regular,0.09523809523809523
63-BUF-NFL,"(0.0, 'Baseline')","(0.5789473684210527, 'Regular')","(0.6842105263157895, 'Weekday')",2,Weekday,0.10526315789473684
63-BUF-TWO,"(0.12121212121212122, 'Baseline')","(0.6060606060606061, 'Weekday')","(0.7878787878787878, 'Regular')",4,Regular,0.18181818181818177
63-CRT-ALB,"(0.33663366336633666, 'Baseline')","(0.6039603960396039, 'Weekday')","(0.6633663366336634, 'Regular')",4,Regular,0.05940594059405946
63-CRT-AMS,"(0.36363636363636365, 'Regular')","(0.4318181818181818, 'Baseline')","(0.5, 'Weekday')",6,Weekday,0.06818181818181818
63-CRT-BFX,"(0.11904761904761904, 'Baseline')","(0.16666666666666666, 'Regular')","(0.2619047619047619, 'Weekday')",12,Weekday,0.09523809523809526
